customId,winnerCode,hasGlobalHighlights,hasEventPlayerStatistics,hasEventPlayerHeatMap,detailId,crowdsourcingDataDisplayEnabled,id,startTimestamp,slug,finalResultOnly,tournament.name,tournament.slug,tournament.category.name,tournament.category.slug,tournament.category.sport.name,tournament.category.sport.slug,tournament.category.sport.id,tournament.category.id,tournament.category.flag,tournament.uniqueTournament.name,tournament.uniqueTournament.slug,tournament.uniqueTournament.category.name,tournament.uniqueTournament.category.slug,tournament.uniqueTournament.category.sport.name,tournament.uniqueTournament.category.sport.slug,tournament.uniqueTournament.category.sport.id,tournament.uniqueTournament.category.id,tournament.uniqueTournament.category.flag,tournament.uniqueTournament.userCount,tournament.uniqueTournament.crowdsourcingEnabled,tournament.uniqueTournament.hasPerformanceGraphFeature,tournament.uniqueTournament.id,tournament.uniqueTournament.hasEventPlayerStatistics,tournament.uniqueTournament.displayInverseHomeAwayTeams,tournament.priority,tournament.id,roundInfo.round,roundInfo.name,roundInfo.cupRoundType,status.code,status.description,status.type,homeTeam.name,homeTeam.slug,homeTeam.shortName,homeTeam.sport.name,homeTeam.sport.slug,homeTeam.sport.id,homeTeam.userCount,homeTeam.nameCode,homeTeam.disabled,homeTeam.type,homeTeam.id,homeTeam.country.alpha2,homeTeam.country.name,homeTeam.subTeams,homeTeam.teamColors.primary,homeTeam.teamColors.secondary,homeTeam.teamColors.text,awayTeam.name,awayTeam.slug,awayTeam.shortName,awayTeam.sport.name,awayTeam.sport.slug,awayTeam.sport.id,awayTeam.userCount,awayTeam.nameCode,awayTeam.disabled,awayTeam.type,awayTeam.id,awayTeam.country.alpha2,awayTeam.country.name,awayTeam.subTeams,awayTeam.teamColors.primary,awayTeam.teamColors.secondary,awayTeam.teamColors.text,homeScore.current,homeScore.display,homeScore.period1,homeScore.period2,homeScore.normaltime,homeScore.extra1,homeScore.extra2,homeScore.overtime,homeScore.penalties,awayScore.current,awayScore.display,awayScore.period1,awayScore.period2,awayScore.normaltime,awayScore.extra1,awayScore.extra2,awayScore.overtime,awayScore.penalties,time.injuryTime1,time.injuryTime2,time.injuryTime3,time.injuryTime4,time.currentPeriodStartTimestamp,changes.changes,changes.changeTimestamp,awayRedCards,tournament.category.alpha2,tournament.uniqueTournament.category.alpha2,homeRedCards,aggregatedWinnerCode,coverage,choice_1,choice_X,choice_2
FosTo,2,False,,,,False,11048718,1688222700,sk-brann-kvinner-arna-bjornar,False,"Toppserien, Women",toppserien-women,Norway,norway,Football,football,1,5,norway,"Toppserien, Women",toppserien-women,Norway,norway,Football,football,1,5,norway,0,False,False,201,False,False,0,78,17.0,,,100,Ended,finished,Arna-Bjørnar,arna-bjornar,Arna-Bjørnar,Football,football,1,0,ARB,,0,730,NO,Norway,[],#52b030,#52b030,#ffffff,SK Brann Kvinner,sk-brann-kvinner,Brann Kvinner,Football,football,1,0,BRA,False,0,743,NO,Norway,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,3.0,3.0,1.0,2.0,3.0,,,,,,,,,1688226300.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'homeScore.current', 'homeScore.display', 'homeScore.current', 'homeScore.display']",1688229283,,NO,NO,,,,10.0,6.0,1.18
TkbsUkb,3,True,,,,False,11041323,1688292000,geylang-international-tampines-rovers,False,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,0,False,False,634,False,False,0,58,,,,100,Ended,finished,Geylang International,geylang-international,Geylang Int.,Football,football,1,0,GEY,,0,3044,SG,Singapore,[],#52b030,#52b030,#ffffff,Tampines Rovers,tampines-rovers,Tampines Rovers,Football,football,1,0,TAM,,0,3043,SG,Singapore,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,1688295735.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1688298697,,SG,SG,,,,4.0,4.5,1.55
OkbsIGn,2,True,,,,False,11041325,1688292000,hougang-united-balestier-central,False,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,Premier League,premier-league,Singapore,singapore,Football,football,1,45,singapore,0,False,False,634,False,False,0,58,,,,100,Ended,finished,Hougang United,hougang-united,Hougang Utd,Football,football,1,0,HOU,,0,34083,SG,Singapore,[],#52b030,#52b030,#ffffff,Balestier Central,balestier-central,Balestier Khalsa,Football,football,1,0,BAL,,0,3039,SG,Singapore,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,3.0,3.0,0.0,3.0,3.0,,,,,,,,,1688298839.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1688298904,,SG,SG,,,,2.6,3.75,2.2
WODsuhRd,3,True,,,,False,11349095,1688238000,alianza-lima-u20-o-higgins,False,"U20 CONMEBOL Libertadores, Group A",u20-conmebol-libertadores-group-a,South America,south-america,Football,football,1,1470,south-america,U20 CONMEBOL Libertadores,u20-conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,0,False,False,1074,False,False,0,16096,1.0,,,100,Ended,finished,Alianza Lima U20,alianza-lima-u20,Alianza L,Football,football,1,0,ALI,False,0,71996,PE,Peru,[],#52b030,#52b030,#ffffff,O Higgins,o-higgins,O Higgins,Football,football,1,0,HIG,,0,480369,,,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,1.0,6.0,,,1688244820.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688244824,,,,,,,3.0,3.6,2.0
ndxcsOtld,1,True,,,,False,11349096,1688248800,caracas-u20-penarol-u20,False,"U20 CONMEBOL Libertadores, Group A",u20-conmebol-libertadores-group-a,South America,south-america,Football,football,1,1470,south-america,U20 CONMEBOL Libertadores,u20-conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,0,False,False,1074,False,False,0,16096,1.0,,,100,Ended,finished,Peñarol U20,penarol-u20,Peñarol,Football,football,1,0,PEN,,0,305163,UY,Uruguay,[],#52b030,#52b030,#ffffff,Caracas U20,caracas-u20,Caracas,Football,football,1,0,CAR,False,0,403439,VE,Venezuela,[],#52b030,#52b030,#ffffff,5.0,5.0,5.0,0.0,5.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,3.0,3.0,,,1688255538.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688255540,,,,,,,1.67,3.6,4.2
oPDsBuKb,1,True,,,,False,11349097,1688324400,cerro-porteno-u20-independiente-del-valle-u20,False,"U20 CONMEBOL Libertadores, Group B",u20-conmebol-libertadores-group-b,South America,south-america,Football,football,1,1470,south-america,U20 CONMEBOL Libertadores,u20-conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,0,False,False,1074,False,False,0,16097,1.0,,,100,Ended,finished,Independiente del Valle U20,independiente-del-valle-u20,Independiente,Football,football,1,0,VAL,,0,213476,EC,Ecuador,[],#52b030,#52b030,#ffffff,Cerro Porteño U20,cerro-porteno-u20,Cerro Porteño,Football,football,1,0,CER,,0,72014,PY,Paraguay,[],#52b030,#52b030,#ffffff,3.0,3.0,2.0,1.0,3.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,1.0,4.0,,,1688331171.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688331173,,,,,,,1.5,4.0,5.0
vRebsvhRd,1,True,,,,False,11349098,1688335200,always-ready-u20-envigado-fc-u20,False,"U20 CONMEBOL Libertadores, Group B",u20-conmebol-libertadores-group-b,South America,south-america,Football,football,1,1470,south-america,U20 CONMEBOL Libertadores,u20-conmebol-libertadores,South America,south-america,Football,football,1,1470,south-america,0,False,False,1074,False,False,0,16097,1.0,,,100,Ended,finished,Envigado FC U20,envigado-fc-u20,Envigado,Football,football,1,0,ENV,,0,137120,,,[],#52b030,#52b030,#ffffff,Always Ready U20,always-ready-u20,Always Ready,Football,football,1,0,ALW,False,0,480370,BO,Bolivia,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,,,1688341997.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688342000,,,,,,,1.25,5.5,7.5
QXcszAdc,1,True,,,,False,10973145,1688295600,linkopings-fc-ik-uppsala,False,Damallsvenskan,damallsvenskan,Sweden,sweden,Football,football,1,9,sweden,Damallsvenskan,damallsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,214,False,False,0,426,16.0,,,100,Ended,finished,Linköpings FC,linkopings-fc,Linköping,Football,football,1,0,LIN,,0,7391,SE,Sweden,[],#52b030,#52b030,#ffffff,IK Uppsala,ik-uppsala,IK Uppsala,Football,football,1,0,UPP,,0,258774,SE,Sweden,[],#52b030,#52b030,#ffffff,4.0,4.0,3.0,1.0,4.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688299561.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1688302714,,SE,SE,,,,1.17,6.5,12.0
OMsNUC,2,True,,,,False,10973138,1688302800,ifk-kalmar-bk-hacken-ff,False,Damallsvenskan,damallsvenskan,Sweden,sweden,Football,football,1,9,sweden,Damallsvenskan,damallsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,214,False,False,0,426,16.0,,,100,Ended,finished,IFK Kalmar,ifk-kalmar,Kalmar,Football,football,1,0,KAL,,0,69738,SE,Sweden,[],#52b030,#52b030,#ffffff,BK Häcken FF,bk-hacken-ff,BK Häcken,Football,football,1,0,HAC,False,0,1889,SE,Sweden,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,2.0,1.0,3.0,,,,,,,,,1688306571.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688310001,,SE,SE,1.0,,,34.0,12.0,1.06
PXcsPBHb,2,True,,,,False,10973141,1688302800,kif-orebro-dff-vaxjo-dff,False,Damallsvenskan,damallsvenskan,Sweden,sweden,Football,football,1,9,sweden,Damallsvenskan,damallsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,214,False,False,0,426,16.0,,,100,Ended,finished,KIF Örebro DFF,kif-orebro-dff,Örebro,Football,football,1,0,ORE,,0,7390,SE,Sweden,[],#52b030,#52b030,#ffffff,Växjö DFF,vaxjo-dff,Växjö,Football,football,1,0,VAX,,0,206340,SE,Sweden,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,2.0,2.0,2.0,0.0,2.0,,,,,,,,,1688306520.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1688309607,,SE,SE,,,,1.8,3.6,3.6
LMsIPP,1,True,,,,False,10973133,1688302800,rosengard-norrkoping-dfk,False,Damallsvenskan,damallsvenskan,Sweden,sweden,Football,football,1,9,sweden,Damallsvenskan,damallsvenskan,Sweden,sweden,Football,football,1,9,sweden,0,False,False,214,False,False,0,426,16.0,,,100,Ended,finished,Rosengård,rosengard,Rosengård,Football,football,1,0,ROS,,0,1886,SE,Sweden,[],#52b030,#52b030,#ffffff,Norrköping DFK,norrkoping-dfk,Norrköping,Football,football,1,0,NOR,,0,102033,SE,Sweden,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,3.0,3.0,,,1688309596.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688309600,,SE,SE,,,,1.17,6.0,12.0
EobsHtid,1,True,True,,,False,11352035,1688241600,la-luz-defensor-sporting,False,"Primera División, Intermedio, Serie A",primera-division-intermedio-serie-a,Uruguay,uruguay,Football,football,1,57,uruguay,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,0,False,False,278,False,False,0,59574,4.0,,,100,Ended,finished,Defensor Sporting,defensor-sporting,Defensor,Football,football,1,0,DEF,,0,3229,UY,Uruguay,[],#52b030,#52b030,#ffffff,La Luz,la-luz,La Luz,Football,football,1,0,LUZ,False,0,395932,UY,Uruguay,[],#52b030,#52b030,#ffffff,3.0,3.0,1.0,2.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,6.0,,,1688249044.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688249048,1.0,UY,UY,,,,1.62,3.6,5.0
MobsPob,1,True,,,,False,11352036,1688250600,montevideo-wanderers-river-plate-uy,False,"Primera División, Intermedio, Serie A",primera-division-intermedio-serie-a,Uruguay,uruguay,Football,football,1,57,uruguay,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,0,False,False,278,False,False,0,59574,4.0,,,100,Ended,finished,Montevideo Wanderers,montevideo-wanderers,Wanderers,Football,football,1,0,WAN,False,0,3240,UY,Uruguay,[],#52b030,#52b030,#ffffff,River Plate UY,river-plate-uy,River,Football,football,1,0,RIV,False,0,3237,UY,Uruguay,[],#52b030,#52b030,#ffffff,4.0,4.0,0.0,4.0,4.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,,,1688257456.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688257786,1.0,UY,UY,,,,2.4,3.0,2.75
DobsvZub,1,True,True,,,False,11352033,1688302800,danubio-boston-river,False,"Primera División, Intermedio, Serie A",primera-division-intermedio-serie-a,Uruguay,uruguay,Football,football,1,57,uruguay,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,0,False,False,278,False,False,0,59574,4.0,,,100,Ended,finished,Boston River,boston-river,Boston River,Football,football,1,0,BRI,,0,174970,UY,Uruguay,[],#52b030,#52b030,#ffffff,Danubio,danubio,Danubio,Football,football,1,0,DAN,False,0,3228,UY,Uruguay,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,6.0,,,1688309942.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688309946,,UY,UY,,,,2.45,3.25,2.7
yobskak,1,True,,,,False,11352047,1688311800,fenix-racing-de-montevideo,False,"Primera Division, Intermedio, Serie B",primera-division-intermedio-serie-b,Uruguay,uruguay,Football,football,1,57,uruguay,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,0,False,False,278,False,False,0,59575,4.0,,,100,Ended,finished,Fénix,fenix,Fénix,Football,football,1,0,FEN,,0,3223,UY,Uruguay,[],#52b030,#52b030,#ffffff,Racing de Montevideo,racing-de-montevideo,Racing,Football,football,1,0,RCM,,0,25010,UY,Uruguay,[],#52b030,#52b030,#ffffff,3.0,3.0,3.0,0.0,3.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,4.0,4.0,,,1688318997.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688318999,,UY,UY,1.0,,,2.38,3.0,3.0
lPisjak,2,True,,,,False,11352071,1688320800,cerro-largo-cerro,False,"Primera Division, Intermedio, Serie B",primera-division-intermedio-serie-b,Uruguay,uruguay,Football,football,1,57,uruguay,Primera División,primera-division,Uruguay,uruguay,Football,football,1,57,uruguay,0,False,False,278,False,False,0,59575,4.0,,,100,Ended,finished,Cerro Largo,cerro-largo,Cerro Largo,Football,football,1,0,CLA,,0,25009,UY,Uruguay,[],#52b030,#52b030,#ffffff,Cerro,cerro,Cerro,Football,football,1,0,CER,False,0,22011,UY,Uruguay,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,2.0,5.0,,,1688328093.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688328095,,UY,UY,,,,2.1,3.2,3.4
umnsCmn,2,False,,,,False,11059409,1688292000,nam-dinh-becamex-binh-duong,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,13.0,,,100,Ended,finished,Becamex Bình Dương,becamex-binh-duong,Becamex Bình Dương,Football,football,1,0,BBD,False,0,33119,VN,Vietnam,[],#52b030,#52b030,#ffffff,Nam Định,nam-djinh,Nam Định,Football,football,1,0,DIN,,0,33127,VN,Vietnam,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,3.0,3.0,3.0,0.0,3.0,,,,,,,,,1688296200.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688299164,,VN,VN,,,,2.62,3.0,2.45
AmnsAaq,1,False,,,,False,11061355,1688292000,binh-dinh-hoang-anh-gia-lai,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,13.0,,,100,Ended,finished,Bình Định,binh-dinh,Bình Định,Football,football,1,0,BIN,False,0,40025,VN,Vietnam,[],#52b030,#52b030,#ffffff,Hoàng Anh Gia Lai,hoang-anh-gia-lai,Gia Lai,Football,football,1,0,LAI,,0,33125,VN,Vietnam,[],#52b030,#52b030,#ffffff,2.0,2.0,1.0,1.0,2.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,3.0,5.0,,,1688299218.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688299220,,VN,VN,,,,1.91,3.1,3.75
EmnsFmn,2,False,,,,False,11059378,1688292000,ha-noi-song-lam-nghe-an,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,13.0,,,100,Ended,finished,Hà Nội,ha-noi,Hà Nội,Football,football,1,0,HAN,,0,33130,VN,Vietnam,[],#52b030,#52b030,#ffffff,Sông Lam Nghệ An,song-lam-nghe-an,SLNA,Football,football,1,0,NAN,False,0,33129,VN,Vietnam,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,0.0,1.0,1.0,,,,,,3.0,,,1688299171.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688299258,,VN,VN,,,,1.45,3.75,6.0
vmnsvARb,2,False,,,,False,11059374,1688292000,ho-chi-minh-city-viettel,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,13.0,,,100,Ended,finished,Hồ Chí Minh City,ho-chi-minh-city,Hồ Chí Minh,Football,football,1,0,HCM,False,0,33120,VN,Vietnam,[],#52b030,#52b030,#ffffff,Viettel,viettel,Viettel,Football,football,1,0,VIE,False,0,231270,VN,Vietnam,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,1688296176.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.injuryTime1', 'time.injuryTime2']",1688299221,,VN,VN,,,,3.8,3.1,1.91
BmnsWOyc,3,False,,,,False,11059393,1688292000,khanh-hoa-hong-linh-ha-tinh,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,13.0,,,100,Ended,finished,Hồng Lĩnh Hà Tĩnh,hong-linh-ha-tinh,Hà Tĩnh,Football,football,1,0,HON,,0,309496,VN,Vietnam,[],#52b030,#52b030,#ffffff,Khánh Hoà,khanh-hoa,Khánh Hoà,Football,football,1,0,HOA,False,0,33126,VN,Vietnam,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688298753.0,"['time.currentPeriodStart', 'status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688298756,,VN,VN,,,,1.53,3.6,5.5
wmnsqxCb,1,False,,,,False,11061342,1688292000,shb-da-nang-cong-an-ha-noi,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,13.0,,,100,Ended,finished,SHB Đà Nẵng,shb-dja-nang,Đà Nẵng,Football,football,1,0,DAN,,0,33121,VN,Vietnam,[],#52b030,#52b030,#ffffff,Công An Hà Nội,cong-an-ha-noi,Công An Hà Nội,Football,football,1,0,HAN,False,0,193616,VN,Vietnam,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1688296080.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2']",1688299223,,VN,VN,,,,5.0,3.6,1.57
Fknszmn,2,False,,,,False,11059408,1688292000,hai-phong-dong-a-thanh-hoa,False,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,V-League 1,v-league-1,Vietnam,vietnam,Football,football,1,366,vietnam,0,False,False,626,False,False,0,4104,13.0,,,100,Ended,finished,Đông Á Thanh Hóa,dong-a-thanh-hoa,Thanh Hóa,Football,football,1,0,DTH,,0,33030,VN,Vietnam,[],#52b030,#52b030,#ffffff,Hải Phòng,hai-phong,Hải Phòng,Football,football,1,0,HAP,False,0,33124,VN,Vietnam,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,1688296140.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2']",1688299238,,VN,VN,,,,2.1,2.5,4.25
CpcsQwvc,2,False,,,,False,11377326,1688212800,fsv-frankfurt-1-hanauer-fc-93,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,0,False,False,853,False,False,0,86,,,,100,Ended,finished,1. Hanauer FC 93,1-hanauer-fc-93,1. Hanauer FC 93,Football,football,1,0,HAN,False,0,301091,DE,Germany,[],#52b030,#52b030,#ffffff,FSV Frankfurt,fsv-frankfurt,FSV Frankfurt,Football,football,1,0,FSV,,0,5777,DE,Germany,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,,,,,3.0,3.0,1.0,2.0,3.0,,,,,,,,,1688216580.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'awayScore.period2', 'awayScore.normaltime']",1688219383,,,,,,,4.5,4.5,1.5
zqcsAqc,3,False,,,,False,11341566,1688212800,fk-pirmasens-fc-08-homburg,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,0,False,False,853,False,False,0,86,,,,100,Ended,finished,FK Pirmasens,fk-pirmasens,Pirmasens,Football,football,1,0,FKP,,0,5825,DE,Germany,[],#52b030,#52b030,#ffffff,FC 08 Homburg,fc-08-homburg,Homburg,Football,football,1,0,HOS,,0,5824,DE,Germany,[],#52b030,#52b030,#ffffff,2.0,2.0,2.0,0.0,2.0,,,,,2.0,2.0,1.0,1.0,2.0,,,,,,,,,1688219070.0,"['homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime']",1688219852,,,,,,,4.5,4.5,1.5
EdcsJPp,2,False,,,,False,11338658,1688212800,glentoran-fc-h-and-w-welders,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,0,False,False,853,False,False,0,86,1.0,,,100,Ended,finished,H&W Welders,hw-welders,Welders,Football,football,1,0,HWW,,0,39534,NX,Northern Ireland,[],#52b030,#52b030,#ffffff,Glentoran FC,glentoran-fc,Glentoran,Football,football,1,0,GLE,,0,5179,NX,Northern Ireland,[],#52b030,#52b030,#ffffff,0.0,0.0,0.0,0.0,0.0,,,,,3.0,3.0,0.0,3.0,3.0,,,,,,,,,1688219263.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688219267,,,,,,,10.0,7.0,1.14
eqcsgyc,2,False,,,,False,11371664,1688212800,1-fc-bocholt-sv-meppen,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,0,False,False,853,False,False,0,86,1.0,,,100,Ended,finished,SV Meppen,sv-meppen,Meppen,Football,football,1,0,MEP,,0,5804,DE,Germany,[],#52b030,#52b030,#ffffff,1. FC Bocholt,1-fc-bocholt,Bocholt,Football,football,1,0,FCB,,0,6156,DE,Germany,[],#52b030,#52b030,#ffffff,1.0,1.0,0.0,1.0,1.0,,,,,5.0,5.0,2.0,3.0,5.0,,,,,,,,,1688218967.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688218970,,,,,,,1.33,5.0,6.0
JcszUn,3,False,,,,False,11331832,1688216400,nuneaton-borough-burton-albion,False,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,Club Friendly Games,club-friendly-games,World,world,Football,football,1,1468,international,0,False,False,853,False,False,0,86,1.0,,,100,Ended,finished,Nuneaton Borough,nuneaton-borough,Nuneaton,Football,football,1,0,NUN,,0,34724,EN,England,[],#52b030,#52b030,#ffffff,Burton Albion,burton-albion,Burton,Football,football,1,0,BUR,,0,134,EN,England,[],#52b030,#52b030,#ffffff,1.0,1.0,1.0,0.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,1688223058.0,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",1688223062,,,,,,,9.0,6.0,1.2
